"sectionID","sectionName","sectionWorkingName","sectionImage","topSection","sectionOrder","rootSection","sectionDisabled","sectionURL","sectionDescription"
698,"Single Stage Paints","Single Stage Paints","prodimages/thmb_singlestage.png",20,9,1,127,"","Advantage Paint System"
699,"Freak Flex","Freak Flex","images/logofreakflex.png",11,51,1,127,"",""
700,"Freak Flex Paint Badger Brush","Freak Flex","",0,646,1,127,"",""
702,"Freak Flex Paint","Freak Flex (badger brush section)","images/fflexlogo.jpg",29,648,1,127,"",""
703,"Jeff Styles ""Friki Tiki"" Brush","Jeff Styles ""Friki Tiki"" Brush","images/stylesFT.jpg",21,24,1,127,"",""
704,"Createx Templates","Createx Templates","http://www.coastairbrush.com/images/logocreatex.png",19,7,1,0,"",""
705,"Step By Step How To's","Step By Step How To's","prodimages/logowicked17.png",620,9,1,0,"http://www.coastairbrush.com/wickedhowtos.asp",""
706,"European Body Art","European Body Art","images/logoeba.png",11,40,0,0,"",""
729,"","EVA Vibe Standard","images/VibeST.png",726,675,1,0,"",""
708,"Accessories","EBA Accessories","images/ebasupplies.gif",706,654,1,0,"","Manifolds/Holders"
709,"Body Shimmer","EBA Body Shimmer","images/ebashimmersm.gif",706,655,1,0,"","Shimmers & Glitter"
710,"Doug Dorr DVD's","Doug Dorr DVD's","http://www.coastairbrush.com/prodimages/logodorr.png",14,12,1,0,"",""
711,"Driscoll Flesh Tones","Droscoll Flesh Tones","images/driscollfleshsm.jpg",91,657,1,0,"",""
712,"Daniel Power DVD's","Daniel Power DVD's","images/powers2.gif",14,13,1,127,"",""
713,"Million Dollar Tan","Million Dollar Tan","http://www.coastairbrush.com/prodimages/logomdt.png",607,8,1,0,"",""
714,"Paasche Leisure Tan","Paasche Leisure Tan","images/leisuretan.png",607,11,1,127,"",""
717,"How To Articles & User Guide","Createx How To's","images/createxht2.jpg",53,663,1,0,"http://www.coastairbrush.com/createxhowto.html",""
718,"User Guides & How To's","AA user guides & how to's","images/aahowtoSM1.jpg",61,4,1,0,"",""
719,"Spider Master Mini Series","Spider Master Mini series","images/FHSMlogo.jpg",353,665,1,0,"",""
720,"Wicked Fluorescents","Wicked Fluorescents","prodimages/logowicked17.png",620,4,1,0,"","Neon graphic colors that spray transparent out-of-the-bottle, with a 0.5mm airbrush tip-size. Thin with 4011 Reducer for increased transparency and use with smaller airbrush tip-sizes. Fluorescent colors are not lightfast. For exterior use, apply over a color-keyed AutoBorne Sealer base.<p><font color=""white"">Gallons are Special Order: 1-2wk Lead Time</font><p>"
726,"Vibe- Water Base Formula","EBA Vibe (Water Based)","images/vibelogosm.png",706,672,0,0,"","Vibe Standard colors consist of primary and secondary colors including UV responsive, metallic and glamour colors.   The Vibe water based airbrush makeup is the cornerstone for face, body art, and body painting applications. It is highly pigmented, smudge and transfer resistant, moisture resistant, instantly dry and it can be washed off with soap and water. Vibe is completely water based without any alcohol making it a superb alternative over common hybrid makeups containing solvents.   Most importantly as low as 7psi is needed for application making Vibe the most “application friendly” and demanded airbrush water based makeup available on the market."
728,"Endura- Alcohol Base Formula","EBA Endura (Alcohol Base)","images/enduralogosm.png",706,674,1,0,"","Over the past decade EBA EnduraColor has been used and trusted by over 100 of the busiest water parks around the globe and thousands of airbrush tattoo business owners. This is a true test of quality, longevity and safety that no others can claim. Endura is an alcohol formula and can be removed with alcohol or warm water and soap. Although EnduraColor can last up to 2 weeks on certain types of skin and body parts it is safe and professional to claim an average of 3-7 days of lasting result"
730,"","EBA Vibe FX","images/VIBEFx.png",726,676,1,0,"",""
731,"Large Templates","Artool Large Templates","prodimages/logoartool.png",178,677,0,0,"",""
732,"Roth Rattle Bombs","Roth Rattle Bombs","images/rattlebombpageimage.png",675,678,0,0,"","Flake, Base & Kandy in a Spray Can"
733,"Rattle Bases","Rattle Bases","images/rattlebombpageimage.png",732,679,1,0,"",""
734,"Rattle Flakes","Rattle Flakes","images/rattlebombpageimage.png",732,680,1,0,"",""
735,"Rattle Kandies","Rattle Kandies","images/rattlebombpageimage.png",732,681,1,0,"",""
736,"Rattle Clears","Rattle Clears","images/3680062.png",732,682,1,0,"",""
737,"Viking FX","Viking FX","images/fhvkfx.jpg",731,44,1,0,"",""
738,"Woodgrain FX","Woodgrain FX","images/fhwgfx.jpg",731,45,1,0,"http://www.coastairbrush.com/proddetail.asp?prod=FH%2DWGFX1",""
739,"Carbon Fiber FX","Carbon Fiber FX","images/fhcffx1logo.jpg",731,46,1,0,"http://www.coastairbrush.com/proddetail.asp?prod=FH%2DCFFX1",""
740,"Biomech FX","Biomech FX","images/bmfxlogo.jpg",731,47,1,0,"",""
741,"Mini Viking FX","Mini VIking FX","images/fhvkfx.jpg",353,687,1,0,"",""
742,"Wicked Pearl & Metallic Colors","Wicked Pearl & Metallics","prodimages/logowicked17.png",620,5,1,0,"","Pearl & Metallic Airbrush Colors
Pearlescent and metallic base colors that spray semi-opaque out-of-the-bottle, with a 0.5mm airbrush tip-size. Thin with 4011 Reducer for increased transparency and use with smaller airbrush tip-sizes down to 0.3mm. For best results over plastic, wood, hard-surface & automotive, apply over a color-keyed AutoBorne Sealer Base, Aluminum & Silvers over 6013 Silver Sealer.<p><font color=""white"">Gallons are Special Order: 1-2wk Lead Time</font><p>"
743,"Iwata Neo's","Iwata Neo's","images/logoneoW.png",26,13,1,0,"","*Does not qualify for free shipping"
744,"NEO for Iwata","NEO for Iwata","images/logoneoW.png",10,3,1,0,"",""
745,"House of Kolor Shimrin 2","HOK S2","images/logohoks2.png",11,1,0,0,"",""
746,"Primer/Sealers","HOK S2 primers","images/S2kd3000sm.jpg",745,0,1,0,"",""
747,"Black/White Base","HOK S2 Black/White","images/S2solidbasesm.jpg",745,1,1,0,"",""
748,"FX Karrier Bases","HOK S2 FX Karrier Bases","images/S2fxcarriersm.jpg",745,3,1,0,"",""
749,"Effects Packs","HOK S2 Effects Packs","images/S2kosFX.jpg",745,5,0,0,"",""
750,"Metalume FX","HOK S2 Metalume FX","images/S2metalumesm.jpg",749,696,1,0,"",""
751,"Kosamene FX","HOK S2 Kosamene FX","images/S2kosamenesm.jpg",749,697,1,0,"",""
752,"Kosmatic Styling Pearl FX","HOK S2 Kosmatic Styling Pearl","images/S2kosmaticpearlsm.jpg",749,698,1,0,"",""
753,"Metajuls FX","HOK S2 Metajuls FX","images/S2metajulssm.jpg",749,699,1,0,"",""
754,"Kameleon FX","HOK S2 Kameleon FX","images/S2kameleonsm.jpg",749,700,1,127,"",""
755,"Kosmic Sparks FX","HOK S2 Kosmic Sparks FX","images/S2sparkssm.jpg",749,701,1,0,"",""
756,"Clears/Catalysts/Reducers/Specialties","HOK S2 clear/reducer/hardener","images/S2usc01sm.jpg",745,6,1,0,"",""
760,"House of Kolor Digital Product Catalogs & Tech Manuals","House of Kolor Digital Product Catalogs & Tech Manuals","images/hoks2prodcatalogIMG.png",745,14,1,0,"http://www.coastairbrush.com/HOK_S2_digitals.html",""
762,"Neo Parts","Iwata Neo Parts","images/logoneoW.png",234,12,1,0,"http://www.coastairbrush.com/partsairbrush/neoparts.asp",""
764,"S/B Multicolors","S/B Multicolors","images/sbmulti.jpg",152,709,1,0,"","The TEMPTU PRO S/B Multicolor Shades include 10 matte and 2 shimmer shades (080 Platinum & 081 Pearl), which artists can mix to create new colors and combinations.  Now you can to take your airbrush artistry to the next level by airbrushing not only foundation, but cheeks, lips AND eyes."
765,"CSI Polishes/Waxes","CSI Polishes/Waxes","images/CSIproducts_box.jpg",245,710,1,0,"",""
767,"California Air Tools Compressors","California Air Tools Compressors","http://www.coastairbrush.com/prodimages/logocaair.png",13,711,1,0,"",""
774,"Auto Air Paints","Auto Air Paints","images/aapaintsSM1.jpg",61,0,0,0,"",""
775,"Auto Air Tech Data","Technical Data","prodimages/aatechdata.png",61,6,1,0,"http://www.coastairbrush.com/aatech.html",""
777,"Temptu","Temptu DVD","http://www.coastairbrush.com/images/logotemptu.png",14,720,1,127,"","Airbrush Makeup How-To DVD"
778,"3M Spray Guns","3M Spray Guns (3M Gun Section)","prodimages/ling3mguns.png",518,18,1,0,"",""
779,"Tanning Accessories","Tanning Accessories","images/tanesstanSM.png",607,9,1,0,"",""
800,"Pinstriping Kits","Pinstriping Kits","prodimages/logostripingkits1.png",21,25,1,0,"",""
801,"Starter Kits","Starter Kits","",0,742,0,0,"",""
802,"Automotive Starter Kits","Automotive Starter Kits","prodimages/autointrokit_front2s.png",801,743,1,0,"",""
803,"Iwata Starter Sets","Iwata Starter Sets","prodimages/iwatastartersetss.png",801,744,1,0,"",""
804,"Illustration Kits","Illustration Kits","prodimages/illustrationkit_front2s.png",801,745,1,0,"",""
811,"Replacement Parts","Harder & Steenbeck Parts","prodimages/logohsspareparts.png",807,5,1,0,"http://www.coastairbrush.com/categories.asp?cat=842",""
812,"Preval Sprayer","Preval Sprayer","prodimages/logopreval.png",12,20,1,127,"",""
813,"S2 Paint Kits","S2 Paint Kits","images/logoS2kits.png",745,10,1,0,"",""
816,"Tim Gore's Bloodline","Tim Gore's Bloodline","images/bloodlinelogoIL.png",797,2,0,0,"",""
817,"Bloodline Kits","Bloodline Kits","prodimages/illsetsbl.png",816,758,1,0,"",""
818,"Bloodline Colors","Bloodline Colors","prodimages/illcolorsbl.png",816,759,1,0,"",""
819,"HOK Spray Cans","HOK Spray Cans","prodimages/logohokaerosols3.png",11,2,0,0,"",""
820,"Metallic Bases (BC) Aerosol","HOK Metallic Base (BC) Aerosol","images/hokaerobc.png",819,1,1,0,"",""
821,"Fine Metallic Bases (FBC) Aerosol","HOK Fine Metallic Base Aerosol","images/hokaerofbc.png",819,2,1,0,"",""
822,"Pearl Base Coats (PBC) Aerosol","HOK Pearl Base Coats (PBC) Aerosol","images/hokaeropbc.png",819,3,1,0,"",""
167,"Virtus Clear Coat","Virtus","images/logovirtusWHT.png",11,30,0,127,"",""
168,"Clear Coats","Virtus-Clear","prodimages/276kitsm.png",167,146,1,127,"",""
169,"Primers & Finishing Products","Virtus-Primers/Fillers/Polishes","prodimages/v216sm.png",167,147,1,127,"",""
170,"Reducer & Additives","Virtus-Reducer","prodimages/v898sm.png",167,148,1,127,"",""
171,"Shark Series by Medea","Sharks","prodimages/logosharkiw.png",13,149,1,127,"",""
172,"Silentaire Technology","Silentaire","http://www.coastairbrush.com/prodimages/logoSIL.png",13,150,1,0,"","Online Order Promotion - FREE SHIPPING TO THE 48 LOWER STATES!"
173,"Studio Series by Medea","Studio Series","prodimages/logostudioiw.png",13,151,1,0,"","Online Order Promotion - FREE SHIPPING TO THE 48 LOWER STATES!<br>

"
174,"Artograph Projectors","Artograph","prodimages/logoartographproj.png",15,152,1,0,"",""
175,"KopyKake","KopyKake","prodimages/logokopykake.png",15,153,1,127,"",""
177,"KopyKake","Compressors-KopyKake","prodimages/kopykakelogo.gif",13,154,1,127,"",""
178,"Artool","Artool","http://www.coastairbrush.com/prodimages/logoartool.png",19,0,0,0,"",""
181,"Signature Series","Signature Series","prodimages/seven.gif",731,4,1,0,"",""
182,"Skull Master","Skull Master","prodimages/skull.gif",731,5,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil01a.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 1 part 1</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil01b.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 1 part 2</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil02.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 2</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil15.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 3</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil20.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 4</a>"
183,"Son Of Skull Master","Son of Skull","prodimages/son.gif",731,6,1,0,"",""
184,"Return Of Skull Master","Return of Skull Master","prodimages/return.gif",731,7,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil03.pdf"">AIRBRUSH ACTION HOW TO ARTICLE </a>"
185,"Curse Of Skull Master","Curse of Skull","prodimages/curse.gif",731,8,1,0,"",""
186,"Kustom FX Templates by Craig Fraser","Kustom FX","prodimages/kustomfx.gif",731,9,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil05.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 1</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil06.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 2</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil15.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 3</a>"
187,"Craig Fraser's FX II Templates","FX II","prodimages/kustomfx2.gif",731,10,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil11.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 1</a><br><br><a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil10.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 2</a>"
188,"Patriotica Templates by Craig Fraser","Patriotica","prodimages/patriot.gif",731,11,1,0,"",""
189,"Pin Up Girlies Templates by Deborah Mahan","Pin Up Girlies","prodimages/pin_up.gif",731,12,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil04.pdf"">AIRBRUSH ACTION HOW TO ARTICLE</a>"
190,"Flame-O-Rama Templates by Craig Fraser","Flame-o-Rama","prodimages/flame.gif",731,13,1,0,"",""
191,"Tiki Master II Templates by Dennis Mathewson","Tiki Master 2","prodimages/tiki2.gif",731,14,1,0,"",""
192,"Tribal Master Templates by Steve Vandemon","Tribal Master","prodimages/tribal.gif",731,15,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil13.pdf"">AIRBRUSH ACTION HOW TO ARTICLE</a>"
193,"Tiki Master by Dennis Mathewson","Tiki Master","prodimages/tiki.gif",731,16,1,0,"",""
194,"Kustom Kulture FX Templates by Craig Fraser","Kustom Kulture FX","prodimages/kulture.gif",731,17,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil07.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 1</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil08.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 2</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil09.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 3</a>"
195,"Mack Brushes","Mack Brushes","http://www.coastairbrush.com/prodimages/logomack.png",21,0,0,0,"",""
196,"Lettering Quills","Mack Lettering Brushes","",195,171,1,0,"","Series 179<br>Series 189<br>Series 818<br>Series 179L<br>Series 189L<br>Series169<br>Series 1992</br>"
197,"Sword Stripers","Mack Swords","",195,172,1,0,"","Series 10<br>Series 20<br>Series 101<br>Series 1010<br>Series 1111<br>Series 70<br>Series 75<br>Series 250<br>Series 1644<br>Series 1645<br>Mack-Lite<br>Mack-Belly<br>Fast-Lite<br>Mack SLS<br>PeeWee 800<br>Tidwell ""Squatch Watch""</br>"
198,"Dagger Stripers","Mack Daggers","",195,173,1,0,"","Series 30"
199,"Broadliners","Mack Broadliners","",195,174,1,0,"","Series 40"
200,"Mack Signature Series Brushes","Mack Signature","",195,175,0,0,"","Alan Johnson<br>The DC Flatliner<br>Mike Lavallee's Pictoral Brushes<br>John Hannukaine<br>Jenson Swirly Q<br>Quinn Mack<br>Paul Quinn Quills<br>Wizard's Brushes<br>The Virus<br>Tom Kelly<br>Mack-Norris Trickster<br>Bobbo Mack<br>Kelly Mack<br>Tidwell<br>Ted Turner<br>Mr. G<br>Paul Quinn<br>"
201,"Outliners/Highlighters","Mack Outliners","",195,176,1,0,"","Series 838<br>Series 839<br>Series 840</br>"
202,"Liners/Script Riggers","Mack Liners/Riggers","",195,177,1,0,"","Series 127<br>Series 522</ br>"
203,"The Flats","Mack Jet Stroke","",195,178,1,0,"","Series 1962 Jet Stroke"
204,"Poly Brushes & Rollers","Poly Brushes & Rollers","prodimages/polybrushsm.gif",21,16,1,0,"",""
205,"Xcaliber","Xcaliber","http://www.coastairbrush.com/prodimages/logoxcal.png",21,2,0,0,"","Xcaliber Brushes<br>Pinstriping Kits<br>Pinstriping Font CD's<br>Brush Preservative</br>"
206,"Gary Jenson's Swirly Q","Swirly Q","prodimages/swirlylogo.gif",200,181,1,0,"","<p>The Jenson's Swirly Q brush is designed for scroll striping and script lettering with enamel based paints. Scroll striping requires thinner paint. If mineral spirits were to be used, the paint would run easier. I recommend using a slow drying automotive reducer for thinning enamel based paints. These can be purchased at your local autobody supply. Clean the brush thoroughly with reducer before and after each use. Never use lacquer thinner! Always store your brush in mineral oil between uses.</p>"
207,"Alan Johnson Signature","Alan Johnson","prodimages/alan.jpg",200,182,1,0,"","This is the very special brush that veteran pinstriper Alan Johnson uses to sign his panels. Made with a special taklon with extra long length. Also great for fine detail work!"
450,"Kanji Master by Dennis Mathewson","Kanji Master","prodimages/kanji.gif",731,23,1,0,"",""
451,"Flame-O-Rama 2 by Craig Fraser","Flame-o-Rama 2","prodimages/flame2.gif",731,24,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil16.pdf"">AIRBRUSH ACTION HOW TO ARTICLE</a>"
452,"Sailor Girlies by Deborah Mahan","Sailor Girlies","prodimages/sailorgirlies.gif",731,25,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil17.pdf"">AIRBRUSH ACTION HOW TO ARTICLE</a>"
453,"Kanji Mini Series","Kanji Mini","prodimages/kanji.gif",353,409,1,0,"","Dennis Mathewson takes great pride in sharing his travels to the East with the Kanji Master Artool Freehand Airbrush Template Series."
454,"Flame-O-Rama 2 Mini Series","Flame 2 Mini","prodimages/flame2.gif",353,410,1,0,"","With Flame-O-Rama 2 it is pretty much point and shoot, and call it a day!"
455,"Clear Coats","One Shot Clear Coats","prodimages/1shot.gif",156,6,1,0,"","Fast drying and crystal clear, 1 Shot Speed Dry UV Acrylic Clear is a multipurpose solvent based acrylic clear that provides excellent UV protection. Ideal as a protective topcoat on thermal and solvent based prints, 1 Shot 4005 is also an excellent solution for preventing delamination and moisture migration on multi-layered films, such as reflective and metalized polyesters, and is in fact required as an edge sealer for warranty coverage when using SignGold genuine 22 karat gold films."
795,"Illustration Colors","Illustration Colors","images/Illcolors.png",797,0,1,0,"",""
869,"Airbrushes","Grex Airbrushes","prodimages/logogrexairbrush.png",864,0,1,0,"",""
870,"AutoBorne Sealers","AutoBorne Sealers","prodimages/absealerlogoNEW.png",313,11,1,0,"",""
871,"Pack 'O' Skulls","Pack 'O' Skulls","prodimages/sixpacklogo.png",731,53,1,0,"",""
872,"Texture FX 2","Texture FX 2","prodimages/logotfx2.png",731,1,1,0,"",""
873,"Mini Series Texture FX 2","Texture FX 2 Mini","prodimages/logotfx2.png",353,799,1,0,"",""
757,"Instructional Videos","Coast TV","images/coastTV_category.png",14,1,1,0,"http://www.coastairbrushtv.com/",""
758,"Wicked UV Glow Colors","Wicked UV Glow Colors","prodimages/logowicked17.png",620,8,1,0,"",""
759,"Color Chips / Walls / Books / DVD's","Shimrin2 Color Walls / Color Chips / Accessories","images/KKTimg.png",745,13,1,0,"",""
460,"3D Paintable Objects","3D Objects","",0,415,1,0,"","Fiberglass Paintable Sculptures. All paintable items arrive NON PAINTED! Some are pictured custom painted by various artists. To purchase custom painted objects call us at 888-KOLORIT."
462,"NEW Coast Kustom Flat Clear","Virtus Flat","prodimages/allchem-7sm.gif",167,417,1,127,"","New Flat Clear by Virtus. Kustom made for Coast Airbrush!"
567,"Mini Texture FX by Gerald Mendez","Mini Texture FX","prodimages/piracy templates/textureseries.gif",353,519,1,0,"",""
568,"Luco Kazan & French Masters Brushes","Luco Kazan & French Masters","/prodimages/lucofmsm.gif",21,20,1,0,"",""
569,"Color Horizons","Color Horizons","images/logocolorhorizons.png",11,46,0,127,"",""
570,"Base Colors","Color Horizons Base Colors","prodimages/sembase.jpg",569,521,1,127,"","<font color=""white"">Base colors are offered Pre-Reduced at a 1:1 Ratio or Factory (No Reduction) Coast Airbrush recommends mixing your self for longer shelf life and proper temp. reduction for your application. Airbrush or Spraygun Use.</font>"
884,"ProAiir Original Paints","ProAiir Original Paints (sub)","prodimages/proairlogo200.png",883,809,1,0,"",""
885,"ProAiir Dips","ProAiir Dips (sub)","prodimages/proairlogo200.png",883,810,1,0,"",""
571,"Zazzo Makeup Templates By Bradley Look","Zazzo Makeup Templates","prodimages/zazzosm.gif",731,32,1,0,"",""
572,"3M Perfect-It","3M Perfect-It","prodimages/3mcatimg250.png",245,523,1,0,"",""
573,"G3/G5/G6 Parts","G3/G5/G6 Parts","images/logoeclipsegseries.png",234,10,1,0,"http://www.coastairbrush.com/partsspraygun/g6parts.asp","Eclipse G6 Parts and Accessories"
394,"Lumilor Kits & Bundles","Lumilor Applicator Kits/Bundles","http://www.coastairbrush.com/prodimages/logolumilorapplicator.png",386,856,1,0,"",""
574,"G3/G5/G6 Gun Parts","G3/G5/G6 Gun Parts","prodimages/iwatamedealogo.gif",465,525,1,0,"http://www.coastairbrush.com/partsspraygun/g6parts.asp",""
575,"TR1 & TR2 Parts","TR1 & TR2 Parts","images/logorevtr.png",234,11,1,0,"http://www.coastairbrush.com/partsairbrush/trparts.asp","HP-TR1<br>
HP-TR2</br>"
576,"Candy Concentrate","Color Horizons Candy Concentrate","prodimages/semcandy.jpg",569,527,1,127,"","COLOR HORIZONS is the “The Right Choice” for every custom finish paint job. The intense color solutions of COLOR HORIZONS CANDY COLORS work with you to produce unique and one-of-a-kind projects. Available in 1/2 pint cans and 1oz sizes.
"
577,"Fluorescent Concentrates","Color Horizons Fluorescent Concentrates","prodimages/semfcandy.jpg",569,528,1,127,"","Fluorescent Concentrates are an intense color collection that provide high visual impact. These concentrates mix with most solvent base clears at the rate of two pints per sprayable gallon. Not compatible with synthetic enamels."
578,"Flakes","Color Horizons Flakes","prodimages/semflake.jpg",569,529,1,127,"","COLOR HORIZONS FLAKES are precision cut chips, epoxy coated with light-fast color pigments. All colors are both fade and solvent resistant to provide the maximum in lasting brilliance.
"
579,"Hyperbase Colors","Color Horizons Hyperbase","prodimages/semhyperbase.jpg",569,530,1,127,"","HYPERBASE COLORS are a creative mixture of metallic candy colors and pearls.By combining the clarity and color definition of a candy with the brilliance of a pearl, you can create looks that are out of this world.<font color=""white""><br>Base colors are offered Pre-Reduced at a 1:1 Ratio or Factory (No Reduction) Coast Airbrush recommends mixing your self for longer shelf life and proper temp. reduction for your application. Airbrush or Spraygun Use.</font>
"
580,"Hot Rod Flat Colors","Color Horizons Hot Rod Black","prodimages/semhotrodkit.jpg",569,531,1,127,"","Hot Rod Colors are a matte finish, 2K, single stage topcoat system that provide outstanding color retention, excellent sprayability and superior mar resistance. They have superior chalk and fade resistance and are 2.8 - 3.5 VOC compliant!"
48,"Fill Station, Cans & Sets","GBX Fill Station","prodimages/gbxfillclean_cat.png",819,0,1,0,"",""
593,"Texture FX","Texture FX Nano","prodimages/logotfx.png",527,888,1,0,"",""
589,"Scenix Mural & Theme Paint","Scenix Mural & Theme Paint","prodimages/logoscenix.png",11,15,0,0,"",""
1,"Supernova Parts","Supernova Parts","",0,814,1,0,"",""
2,"LS400 Parts","LS400 Parts","prodimages/iwatamedealogo.gif",465,815,1,0,"http://www.coastairbrush.com/partsspraygun/supernovaparts.asp",""
3,"Tidwell Monster Stix","Tidwell Monster Stix","prodimages/tidwellmstixlogo.png",200,816,1,0,"",""
4,"Mack Tidwell","Mack Tidwell","prodimages/logotidwell.png",21,26,1,0,"",""
5,"Compounds & Polishes","System 51 Compounds","prodimages/syscompoundsCAT.png",247,818,1,0,"",""
6,"Polishing Pads & Backing Plates","System 51 Pads","prodimages/syspadsplatesCAT.png",247,819,1,0,"",""
7,"Wax & Accessories","System 51 Waxes","prodimages/sysaccessoriesCAT.png",247,820,1,0,"",""
8,"Polishing Kits","System 51 Kits","prodimages/syskitsCAT.png",247,821,1,0,"",""
897,"Ryan Townsend Kits","Ryan Townsend Kits","prodimages/cat_townsendkits.png",801,918,1,0,"",""
830,"Shop Accessories","HOK - Shop Accessories","prodimages/logohoks2acc.png",44,34,1,0,"http://www.coastairbrush.com/products.asp?cat=829",""
347,"Airbrushes","Tamiya Brushes","prodimages/74510.gif",27,314,1,0,"",""
348,"Accessories","Tamiya Accessories","/prodimages/74513.gif",27,315,1,0,"",""
349,"Parts & Schematics","Tamiya Parts","prodimages/pluspartssm.gif",27,316,0,0,"",""
350,"Superfine Parts","Superfine Parts","prodimages/74514.gif",276,317,1,0,"http://www.coastairbrush.com/partsairbrush/74514parts.asp",""
351,"Trigger Type Parts","Trigger Type Parts","prodimages/74510.gif",276,318,1,0,"http://www.coastairbrush.com/partsairbrush/74510parts.asp",""
352,"HG Spray Work Parts","HG Parts","prodimages/74503.gif",276,319,1,0,"http://www.coastairbrush.com/partsairbrush/74503parts.asp","For Original HG-HGIII"
353,"Mini Series","Mini Series","prodimages/artoolminilogo.png",178,320,0,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil18.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 1</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil23.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 2</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil25.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 3</a>"
354,"True Fire Mini Series","True Fire Mini","prodimages/truefire.gif",353,321,1,0,"","After airbrushing with the Artool Freehand Templates™ (FH 1, 2, 6, 7 and the RV Master Series) to render fire on hotrods and motorcycles, Mike Lavallee decided to work with Artool™ to create a unique set of templates for realistic flames: TRUE FIRE™. He designed these templates to help create his TRUE FIRE™ effect. With an art knife, simply cut the tiny connecting tabs on each TRUE FIRE™ template to reveal 18 positive/negative shapes and you are ready to go to work."
355,"Pin Up Girlie Mini Series","Pin Up Mini","prodimages/pin_up.gif",353,322,1,0,"","Welcome to the world of Deborah Mahan's Pin-Up Girlies™! Girlie Girl and Little Girlie are the first in a series of Pin-Up stencils from Artool™ Products Company. They are perfect for airbrushing on motorcycles, a vehicle or your little brother. These stencils are designed so you can use them alone with great results, or with some freehand techniques. Each stencil in this set is precision-cut to work with each other. So, you can make your Girlies as realistic as you want!"
356,"Pin Up Girlie 2 Mini Series","Pin Up 2 Mini","prodimages/pin_up2.gif",353,323,1,0,"","Since you are having such a blast with Deborah Mahan's Pin-Up Girlies™!, she went to work on an encore set: Pin-Up Girlies Part 2™!!"
357,"Tiki Master Mini Series","Tiki Master Mini","prodimages/tiki.gif",353,324,1,0,"","Dennis Mathewson, of Honolulu, is an avid tiki carver. When he's not airbrushing, pinstriping or writing articles for various publications, he's traveling and instructing at kustom painting workshops. Dennis' love for tikis is shown here and shared with you in his latest creation, the Tiki Master Freehand Airbrush Template Series from Artool."
358,"Tiki Master II Mini Series","Tiki Master II Mini","prodimages/tiki2.gif",353,325,1,0,"","In this Artool™ Tiki Master II Series, not only do you get some great new tiki designs to work with, but you will also enjoy additional special images of Hawaii - like lei flowers and some lovely poses of hula maidens. What would paradise be without hula girls and flowers? Give your artwork a tropical twist, guaranteed to put you into the spirit of aloha!"
359,"Flame O Rama Mini Series","Flame O Rama Mini","prodimages/flame_minilogo.gif",353,326,1,0,"","You wanted some different flame templates, now you got them! (Surprisingly designed without skulls.)


"
