"pID","pName","pSection","pPrice","pWholesalePrice","pListPrice","pShipping","pShipping2","pWeight","pDisplay","pSell","pBackOrder","pGiftWrap","pExemptions","pInStock","pDims","pTax","pDropship","pStaticPage","pStockByOpts","pRecommend","pOrder","pSKU","pManufacturer","pSearchParams","pTitle","pMetaDesc","pStaticURL","pMinQuant","pDescription","pLongDescription"
"HBB-SKULLSET5-S","Skull Mania Set 16-20 Reduced Size",534,110.99,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",26,"","","","",0,"","HUNTINGTON BEACH BODY WORKS Skull Stencils Signature Series 16-20 Set Stencil Kit is Fun and flexible, these stencils provide positive & negative images These large (8 1/2"" by 11 1/2""), Templates from Rich Evans Designs can be easily bent or curved around irregular shaped surfaces (i.e. fenders, motorcycle tanks, helmets, etc.). Each set includes both positive and negative pieces, doubling your stenciling options. Collect all 5. Also available in a small size set."
"MS-FHSK4","Skull Master Mini Series",365,17.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",66,"","","","",0,"All Templates are 5 x 7 Solvent Proof!",""
"FHSK-4","Skull Master Set",182,43,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",66,"","","","",0,"Skull Master Set Includes All Three!",""
"LM1100SK","Skull Stars",402,25,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"100% Cotton Short Sleeve Tee<br>Design is also available in Men's Screened Tee & Short Sleeve Workshirt",""
"RCBM01","Skullology Ripin Clipz",458,59.95,0,149.95,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"Skullology features 51 bitchin hell skulls, rib skulls, spine skulls, evil skulls, flaming skulls, nasty skulls, and stock skulls from the master of the skull, Cross-Eyed! Finally, creating killer cutting edge graphics has become as easy as drag and drop!","Skullology features 51 bitchin hell skulls, rib skulls, spine skulls, evil skulls, flaming skulls, nasty skulls, and stock skulls from the master of the skull, Cross-Eyed! Finally, creating killer cutting edge graphics has become as easy as drag and drop! Designed to be used in conjunction with any vinyl plotter, now you can generate kool kustom adhesive stencils, masks, and decals in any size and scale at the push of a button! Rippin’Clipz are royalty-free, infinitely available on demand, and perfect for use in automotive applications, kustom culture arts, T-shirts, body art, nail art, and much more. Rippin’ Clipz can be separated or combined to make an endless number of customizable designs.Compatible with Mac and PC platforms, these Adobe Illustrator EPS- formatted files—vector-based and distortion-free—will open cleanly and easily in any major design program (StencilBoss, Corel Draw, SignLab, FlexiSign, and more). Take full advantage of the power of today’s graphics-intensive computers and software!"
"FHNS-1","Skullophenia Nano Set",528,13.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",66,"","","","",0,"Four Templates In One!<br>When tabs are cut, each Nano measures 2"" x 3.5""</br>",""
"FKL27","Sky Purple Flake - Large",727,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"<p>Cut Size: [.015 / 375&#956;m]</p>",""
"FKM27","Sky Purple Flake - Medium",725,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"<p>Cut Size: [.008 / 200&#956;m]</p>",""
"FHFOR-3","Slash",190,17.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",66,"","","","",0,"",""
"S/B-M074","Slate",764,23.5,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",8,"","","","",0,"Size: 1oz",""
"I-730-1","Slide Cam KTH/KTR/TR",418,56.95,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",2,"","","","",0,"",""
"SRX3","Slow EXEMPT Reducer",586,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"RU312","Slow Reducer",78,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",7,"","","","",0,"<p>RU312 is recommended for use with our Kosmic Kolor® Base Coats, Shimrin® Base Coats, Kandys, and Klears. Has staged release for proper flow out, leveling, and gloss retention.</ p>",""
"150","Small Detail Prep Tool",271,8.63,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"The Detail Prep tool is a fiber burnishing brush used for removing rust and preparing a surface for a long lasting paint application. The glass fibers are very fine, but they are stronger than steel.",""
"SHARK-SM","Small Fiberglass Mako Shark",460,275,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"Dimensions: L-36"" / W-8"" / H-18""<br>
Additional shipping may apply to some states. Adjustments will be made after checkout and an email will be sent for your approval.",""
"150R","Small Prep Tool Refill",271,0.98,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"TANK-SM","Small Tank",460,49.95,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"Dimensions: 24"" x 12""",""
"TWIST","Small Twist Cap Only",249,0.45,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,5,"",0,"cap, bottle, lid, storage, mixing, empty","","","",0,"<p>Small 20mm Twist Cap Fits 1oz HDPE Frosted, 2oz/4oz PET Clear, 1oz Comart Bottles, 2oz/4oz Createx Bottles, 1oz Medea Airbrush Bottle Assemblies</p>","<p>Small 20mm Twist Cap Fits 1oz HDPE Frosted, 2oz/4oz PET Clear, 1oz Comart Bottles, 2oz/4oz Createx Bottles, 1oz Medea Airbrush Bottle Assemblies</p>"
"400E","Smart Eraser Pad",271,14.75,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"• Developed to dramatically reduce time spent on the removal of Pinstripes, Adhesive and Double Faced Tape<br>
• Fast and easy<br>
• Molded rubber with 5/16"" - 24 thread arbor for use with the 533ET or 1208A<br>
• Pad size: 3-1/2""<br>
• For use with Astro model # 533ET or 1208A<br>
• USE WITH MAXIMUM RATED 4000RPM TOOL<br>
• NOT FOR USE WITH STANDARD NON-GEARED DIE GRINDERS <br>",""
"IS-850","Smart Jet",173,294.25,0,0,0,0,0,1,1,0,0,4,0,"",,0,0,0,0,0,"",2,"","","","",0,"FREE SHIPPING TO THE 48 STATES! Discount will be taken after checkout.<br><br>Intelligent Power: Featuring Iwata's Smart Technology, the Smart Jet compressor is perfect for the occasional and professional artist doing general airbrush applications. It's powerful, compact, reliable and quiet.</br>","<font color=""white"">IMPORTANT: Operating pressure is the pressure at which the compressor will turn on and shut off. Working pressure is the pressure the compressor will work at when using your airbrush or spray gun with it. Operating pressure will vary depending on what is being used on the compressor. For recommendations on the correct unit for your application, please call Coast Airbrush and speak with a representative. </font><br><br>· Compressor shuts itself off automatically when not in use<br>

· Zero-maintenance, oil-less piston air compressor<br>

· Built-in airbrush holder
<br>
· Extra hose for enhanced moisture separation
<br>
· Moisture filter also prevents pulsation
<br>
· Mounted air pressure gauge
<br>
· Bleed valve airflow adjustment to lower air pressure
<br>
· High-strength polyurethane hose fits Iwata airbrushes
<br>
· On/off switch
<br>
· Size: 10 x 7 x 6 in. (25 x 18 x 16 cm)
<br>
· Smart Jet Technology<br>
· 110V Unit<br>"
"IS-875","Smart Jet Pro",173,372.75,0,0,0,0,0,1,1,0,0,4,0,"",,0,0,0,0,0,"",2,"is875, if875, is 875","","","",0,"<p hidden></p>

<p><font color=""white""></font><p>

FREE SHIPPING TO THE 48 STATES! Discount will be taken after checkout.<br><br>Intelligent Power: Featuring Iwata's Smart Technology, the Smart Jet Pro compressor is perfect for the occasional and professional artist doing general airbrush applications. It's powerful, compact, reliable and quiet.</br>","<p hidden></p>

<p><font color=""white""></font><p>

<font color=""white"">IMPORTANT: Operating pressure is the pressure at which the compressor will turn on and shut off. Working pressure is the pressure the compressor will work at when using your airbrush or spray gun with it. Operating pressure will vary depending on what is being used on the compressor. For recommendations on the correct unit for your application, please call Coast Airbrush and speak with a representative. </font><br><br>· Compressor shuts itself off automatically when not in use
<br>
· Zero-maintenance, oil-less piston air compressor
<br>
· Built-in airbrush holder
<br>
· Extra hose for enhanced moisture separation
<br>
· Adjustable pressure regulator with moisture filter also prevents pulsation<br>
· 110V Unit<br>


· Easy to carry case with handle<br>


· High-strength polyurethane hose fits Iwata airbrushes<br>

· On/off switch
<br>


· Smart Jet Technology</ br>"
"AFM20-N02-CZ","SMC Mist Separator",316,49.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"Series AFM Modular Style Mist Separator is a cost effective, clean looking solution to your filtration needs. The standard filtration is 0.3µm with a 95% particle size collection rate. The modular design allows connection with other SMC air preparation equipment. Use in combination with the AF series to meet your clean room filtration requirements.",""
"30672","Smoke",784,17.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",59,"","","","",0,"",""
"RLE16","Smokin Shutdown Brown",681,8.28,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",41,"","","","",0,"4oz",""
"H1921","Smooth Cover 5/8"" Spray Gun Hose w/ 1/4"" NPS",449,0,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"Can be used for all kinds of air-operated equipment. Smooth brick-red cover, synthetic rubber compound tube with high tensile strength braid. Hose offers superior resistance to oil, weathering, ozone and abrasion. Can be used with reusable or permanent crimp connections. Maximum application temperature: 150&#65533; F",""
"VL-216","Smooth Finger Button",258,1.1,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"SMOOTHIE","Smoothie Fish Eye Eliminator",271,0,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"<p>
Prevent fisheyes and boost shine on surfaces with the Marson Smoothie Fish Eye Eliminator. Reducing the surface tension on wet paint film, this smoothie enhances flow-out, prevents trapping of solvent and reduces the telegraphing of sand scratches. This full-strength automotive paint additive will eliminate fisheyes and other surface defects from lacquers and synthetic paints.
</p>","<p>
Prevent fisheyes and boost shine on surfaces with the Marson Smoothie Fish Eye Eliminator. Available in an 8 oz. bottle with a pump dispenser, the Marson Smoothie Fish Eye Eliminator is comparable to the finest such products on the market today. Reducing the surface tension on wet paint film, this smoothie enhances flow-out, prevents trapping of solvent and reduces the telegraphing of sand scratches. This full-strength automotive paint additive will eliminate fisheyes and other surface defects from lacquers and synthetic paints.<p>

For safe handling, keep the Marson Smoothie Fish Eye Eliminator away from sparks, heat, hot surfaces, and open flames. It is recommended that you wash your hands thoroughly after handling this product.<p>

Key Features of the Marson Smoothie Fish Eye Eliminator:<p>

    •Prevents fisheyes<br>
    •Improves sheen on surfaces<br>
    •Reduces surface tension of the wet paint film<br>
    •Enhanced flow-out<br>
    •Inhibits trapping of solvents<br>
    •Reduces telegraphing of sand scratches
</p>"
"SMOOTHIE2","Smoothie II Fish Eye Eliminator 16oz",271,39.9,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"20242","","","",0,"<p>
Eliminate fisheyes and other imperfections on the surface of automobile panels with the Marson Smoothie II Fish Eye Eliminator when used with solvent based paints. This product is specially designed to work with the upmarket polyurethane and acrylic paint systems. It reduces the appearance of craters on the surface.
</p>","<p>
Eliminate fisheyes and other imperfections on the surface of automobile panels with the Marson Smoothie II Fish Eye Eliminator when used with solvent based paints. This product is specially designed to work with the upmarket polyurethane and acrylic paint systems. It reduces the appearance of craters on the surface.

Marson Smoothie helps enhance flow, leveling and mar resistance in automobile solvent based paints. This one-pint paint additive prevents fisheyes and boosts gloss. Use it by mixing one capful of Smoothie II per quart of ready-to-spray paint. You can also use one part of the Fish Eye Eliminator in two-part paint systems.

This body repair product reduces the surface tension of the wet paint film. It ensures that the paints flow much easier, and the solvent does not remain trapped inside your spray equipment. The Marson Smoothie II Fish Eye Eliminator also diminishes the chances of telegraphing of sand scratches.

Key Features of the Marson Smoothie II Fish Eye Eliminator:

    Eliminates fisheyes and craters from paint systems
    Imparts a smooth flow to the paint
    Prevents solvent trapping
    Reduces the telegraphing of sand scratches
    Can be mixed with two part acrylic and polyurethane paints
    Enhances leveling and mar-resistance in paints

</p>"
"RPF109D","Snocaine Diamond Pearl 1oz",836,26.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",41,"","","","",0,"",""
"RF122","Snowblind White Standard Flake",676,16.99,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",41,"","","","",0,"Standard flake .015 in a 4oz Jar",""
"PBC44","Snowhite Pearl",49,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",7,"","","","",0,"",""
"PBC44A","Snowhite Pearl 12oz AEROSOL",822,47.96,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"LM1100SO","So. Cal. Cat",402,25,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"Design is also available in the following:<br>Men's Screened Tees, Women's Baby Doll &  Boyfriend Tees & Women's Puff Sleeve.</br>",""
"SG108","So-Blue",51,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",7,"","","","",0,"",""
"SG108A","So-Blue 12oz AEROSOL",823,53.66,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"4039","Soft Hair Angular Fitch",476,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"Companion to the 4031, built to identical standards, but shaped with an angular chiseled edge for those who prefer to work with a sharper point.","*  Russian Sable Hair<br>
    * Seamless Nickel Ferrules<br>
    * Long Gold Handle With Black Tip<br>
    * Angular Chiseled Edge</br>
"
"4031","Soft Hair Fitch",476,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"One of the most important brushes for the professional sign painter. This soft hair fitch is constructed with premium materials to provide excellent handling qualities. Used in lettering paints for layout, outlining, pictorial & tight work.","*  Russian Sable Hair<br>
    * Seamless Nickel Ferrules<br>
    * Long Gold Handle With Black Tip<br>
    * Square End<br>
    * Hand Cupped To A Sharp Chiseled Edge</br>
"
"30670","Soft Wisp",784,17.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",59,"","","","",0,"",""
"06124","Solar Fire Flake 4oz",578,72.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"HX-SOL","Solar Flair  XTREME-SHIFT",919,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"<p>XTREME-SHIFT PAINTS 
Are ready to spray color shifting pearls, with extreme color shifting abilities, mixed with a top-tier clear binder/carrier from House of Kolor. These are High-End automotive grade pearls and binders for exterior or interior use. CLICK FOR DETAILS</p>","<table width=""750"" border=""0"" cellspacing=""5"">
  <tbody>
     <tr>
    <td colspan=""2"" valign=""top"" style=""text-align: center""><img src=""/prodimages/hypershiftLOGO.jpg"" width=""477"" height=""89"" alt=""""/></td>
    </tr>
    <tr>
      <td colspan=""2"" valign=""top"" style=""text-align: center""><img src=""/prodimages/hypershift topbar2.png"" width=""585"" height=""20"" alt=""""/><p></td>
    </tr>
    <tr>
      <td width=""370"" height=""241"" valign=""top"" style=""text-align: left""><p><strong style=""color: #FFFFFF"">XTREME-SHIFT PAINTS</strong> <br />
          Are ready to spray color shifting pearls, with extreme color shifting abilities, mixed with a top-tier clear binder/carrier from House of Kolor. These are High-End automotive grade pearls and binders for exterior or interior use.      </p>
        <p><strong style=""color: #FFFFFF"">APPLICATION</strong><br>
      Ready to Spray. No reduction required <span style=""font-size: 12px"">(may add up to 25% reducer for Airbrush use)</span>. Apply even coats with 50% overlap over the desired/recommended base until you reach the desired amount of coverage. Most of our pearls reach full coverage in approximately 2-4 coats. Please note, if spraying a light colored pearl over a darker base color, additional coats will be required to achieve full coverage.</p></td>
      <td width=""370"" valign=""top"" style=""text-align: left""><p><strong style=""color: #FFFFFF"">RECOMMENDED BASE COLOR:</strong> <br />
        <span style=""font-size: 24px"">•B</span><span style=""font-size: 24px"">LACK&nbsp;</span> </p>
        <p>&nbsp;</p>
        <p>&nbsp;</p>
        <p><strong style=""color: #FFFFFF"">TOPCOAT CLEAR</strong> <br />
      Finish with a UV protected clear coat (typically 2-3 coats). For best results, follow the coating manufacturer’s recommended flash time in between coats, according to the temperature you are spraying in.</p></td>
    </tr>
  </tbody>
</table>
"
"BC01","Solar Gold",52,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",7,"","","","",0,"",""
"BC01A","Solar Gold 12oz AEROSOL",820,35.43,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"S2-01","Solar Gold FX Base",748,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,3,"",50,"","","","",0,"House of Kolor Available in 16oz, 8oz & 4oz small quantities.
<br><br><a href=""http://www.coastairbrush.com/S2_Basecoats_TDS.pdf"">CLICK FOR Karrier Bases Technical Data Sheet & User Guide</a><br><br><br>
<a href=""http://houseofkolor.com/kolors/?ref=topnav"" target=""_blank"" ><img src=""http://www.coastairbrush.com/prodimages/solar-gold.gif""></a></img><br>
<a href=""http://houseofkolor.com/kolors/?ref=topnav"" target=""_blank"" >Click Here S2-01 Mix Formulas</a><br><br>
NOTE: The Digital Kolor Shapes are high resolution photographs of painted shapes. Color representation may very based on the color settings, age and performance of your Computer. We recommend painting test panels prior to finishing your masterpiece. <br><br>","House of Kolor Available in 16oz, 8oz & 4oz small quantities.
<br><br><a href=""http://www.coastairbrush.com/S2_Basecoats_TDS.pdf"">CLICK FOR Karrier Bases Technical Data Sheet & User Guide</a><br><br><br>
<a href=""http://houseofkolor.com/kolors/?ref=topnav"" target=""_blank"" ><img src=""http://www.coastairbrush.com/prodimages/solar-gold.gif""></a></img><br>
<a href=""http://houseofkolor.com/kolors/?ref=topnav"" target=""_blank"" >Click Here S2-01 Mix Formulas</a><br><br>
NOTE: The Digital Kolor Shapes are high resolution photographs of painted shapes. Color representation may very based on the color settings, age and performance of your Computer. We recommend painting test panels prior to finishing your masterpiece. <br><br>"
"S2-15","Solarflair Red FX Base",748,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,17,"",50,"","","","",0,"House of Kolor Available in 16oz, 8oz & 4oz small quantities.
<br><br><a href=""http://www.coastairbrush.com/S2_Basecoats_TDS.pdf"">CLICK FOR Karrier Bases Technical Data Sheet & User Guide</a><br><br><br>
<a href=""http://houseofkolor.com/kolors/?ref=topnav"" target=""_blank"" ><img src=""http://www.coastairbrush.com/prodimages/solar-flair-red.gif""></a></img><br>
<a href=""http://houseofkolor.com/kolors/?ref=topnav"" target=""_blank"" >Click Here S2-15 Mix Formulas</a><br><br>
NOTE: The Digital Kolor Shapes are high resolution photographs of painted shapes. Color representation may very based on the color settings, age and performance of your Computer. We recommend painting test panels prior to finishing your masterpiece. <br><br>","House of Kolor Available in 16oz, 8oz & 4oz small quantities.
<br><br><a href=""http://www.coastairbrush.com/S2_Basecoats_TDS.pdf"">CLICK FOR Karrier Bases Technical Data Sheet & User Guide</a><br><br><br>
<a href=""http://houseofkolor.com/kolors/?ref=topnav"" target=""_blank"" ><img src=""http://www.coastairbrush.com/prodimages/solar-flair-red.gif""></a></img><br>
<a href=""http://houseofkolor.com/kolors/?ref=topnav"" target=""_blank"" >Click Here S2-15 Mix Formulas</a><br><br>
NOTE: The Digital Kolor Shapes are high resolution photographs of painted shapes. Color representation may very based on the color settings, age and performance of your Computer. We recommend painting test panels prior to finishing your masterpiece. <br><br>"
"S2-26","Solid Base Bright White",747,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",50,"bc26, white base coat, white basecoat","","","",0,"House of Kolor Available in 16oz, 8oz & 4oz small quantities.
<br><br><a href=""http://www.coastairbrush.com/S2_Solid_Bases_TDS.pdf"">CLICK FOR Solid Base Technical Data Sheet & User Guide</a><br><br>
",""
"S2-25","Solid Base Jet Black",747,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",50,"bc25, black base coat, black, black basecoat","","","",0,"House of Kolor Available in 16oz, 8oz & 4oz small quantities.
<br><br><a href=""http://www.coastairbrush.com/S2_Solid_Bases_TDS.pdf"">CLICK FOR Solid Base Technical Data Sheet & User Guide</a><br><br>
",""
"MSOLOKIT","Solo System Starter Kit",322,110.5,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"Meguiar's New Revolutionary, Swirl-Free One-Liquid System!","Meguiar's New One Liquid System Starter Kit Includes:<br>M8632 Polish<br>W66 Rotary Backing Plate<br>WWHC7 Wool Heavy Cutting Pad<br>WWLC7 Wooll Light Cutting Pad<br>WDFP7 Diamond Foam Polishing Pad<br>WDFF7 Diamond Foam Finishing Pad</br>"
"50-055","Solvent Proof Head Washer",280,1.65,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"50-046","Solvent Proof Needle Bearing",280,3.8,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"41-012","Solvent Proof Needle Bearing",281,6.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"T603","Solvent Proof Valve Washer",334,2,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"MS-FHSK9","Son Of Skull Master Mini Series",368,20.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",66,"","","","",0,"All Templates are 5 x 7 Solvent Proof!",""
"FHSK-9","Son Of Skull Master Set",183,58,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",66,"","","","",0,"Son Of Skull Master Set Includes All 4!",""
"SONICFLY","Sonic Fly (Shiny Black w/ Smoke Lens)",104,79.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"<p>
•100% UV Protection<br>
•8 Base Polycarbonate Lenses<br>
•8 Base Injected Frame<br>
•Comes with Black Flys zip case and microfiber soft bag<br><br>


Black Flys nylon frames are constructed around a wire core, keeping the shape consistent in extreme conditions.  They are injected of the highest quality nylon available and feature optical quality polycarbonate lenses.</p>",""
"HBB-SORCERESS2","Sorceress 2",545,24.99,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",26,"","","","",0,"","HUNTINGTON BEACH BODY WORKS Sorceress 2 Stencil is Fun and flexible, these stencils provide positive & negative images These large (8 1/2"" by 11 1/2""), Templates from Rich Evans Designs can be easily bent or curved around irregular shaped surfaces (i.e. fenders, motorcycle tanks, helmets, etc.). Each set includes both positive and negative pieces, doubling your stenciling options. Collect all 5."
"HBB-SORCERESS3","Sorceress 3",545,24.99,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",26,"","","","",0,"","HUNTINGTON BEACH BODY WORKS Sorceress 3 Stencil is Fun and flexible, these stencils provide positive & negative images These large (8 1/2"" by 11 1/2""), Templates from Rich Evans Designs can be easily bent or curved around irregular shaped surfaces (i.e. fenders, motorcycle tanks, helmets, etc.). Each set includes both positive and negative pieces, doubling your stenciling options. Collect all 5."
"20-127","Sotar 2020 Air Valve Casing",619,12.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-131","Sotar 2020 Air Valve Screw",619,5.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-114","Sotar 2020 Back Lever",619,5.25,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-119","Sotar 2020 Chuck",619,9.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-121","Sotar 2020 Collar",619,18.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-122","Sotar 2020 Collar / Finger Rest Screws",619,6,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-132","Sotar 2020 Complete Air Valve",619,26,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-133","Sotar 2020 Finger Thumb Rest",619,5.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-120","Sotar 2020 Handle",619,24,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-115","Sotar 2020 Needle Collet",619,19.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-124","Sotar 2020 No. 1 Needle",619,18,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-106","Sotar 2020 No. 1 Paint Tip",619,35,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-101","Sotar 2020 No. 1 Spray Regulator",619,16.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-102","Sotar 2020 No. 1 Spray Regulator w/ Arm",619,17,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-125","Sotar 2020 No. 2 Needle",619,18,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-107","Sotar 2020 No. 2 Paint Tip",619,35,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-103","Sotar 2020 No. 2 Spray Regultaor w/ Arm",619,17,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-126","Sotar 2020 No. 3 Needle",619,18,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-108","Sotar 2020 No. 3 Paint Tip",619,35,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-104","Sotar 2020 No. 3 Spray Regulator w. Arm",619,17,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-109","Sotar 2020 Nozzle Head",619,26.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-123","Sotar 2020 Paint Adjusting Screw",619,19.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-105","Sotar 2020 Paint Tip Hold Down Ring",619,25.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-128","Sotar 2020 Plunger O-Ring",619,4.5,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-130","Sotar 2020 Plunger Spring",619,5.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-129","Sotar 2020 Plunger w/ O-Ring",619,7.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-100","Sotar 2020 Protective Cap",619,6.25,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"20-118","Sotar 2020 Retaining Spring Screw",619,15,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
